source,target,Weight
Daniel Shapiro,Khavel Buzgan,1
Daniel Shapiro,Alex Stein,1
Daniel Shapiro,Julius Adler,1
Daniel Shapiro,Frida Vitalin,1
Daniel Shapiro,Khane Braz,1
Daniel Shapiro,Yitzkhok Grudberg,1
Daniel Shapiro,Rokhl Holtzer,1
Yosef Shayn,Jacob Waislitz,1
Yosef Shayn,Rokhl Holtzer,1
Yosef Shayn,Alexander Granovsky,1
Shmuel Sheftel,Alexander Granovsky,1
Yankev Shidlo,Jenny Epstein,1
Yankev Shidlo,Alexander Granovsky,1
Yankev Shidlo,Solomon Mikhoels,1
Yankev Shidlo,Zygmunt Turkow,1
Yankev Shidlo,Yonas Turkow,1
Yankev Shidlo,Morits Norvid,1
Yankev Shidlo,Henrik Tarlo,1
Yankev Shidlo,Sara Rotbaum,1
Rivka Shiller,Khavel Buzgan,1
Rivka Shiller,Maurice Schwartz,1
Rivka Shiller,Ida Kaminska,1
Rivka Shiller,Liza Schlossberg,1
Rivka Shiller,Simkhe Natan,1
Rivka Shiller,Naomi Natan,1
Rivka Shiller,Yankev Kurlender,1
Rivka Shiller,Khavel Buzgan,1
Rivka Shiller,Khane Braz,1
Chaim Shniur,Peretz Hirschbein,1
Chaim Shniur,Bela Belarina,1
Chaim Shniur,Joseph Green,1
Chaim Shniur,Yankev Blayfer,1
Chaim Shniur,Dovid Pinski,1
Chaim Shniur,Peretz Hirschbein,1
Chaim Shniur,H. Leivick,1
Chaim Shniur,Egon Brecher,1
Chaim Shniur,David Vardi,1
Chaim Shniur,Boris Aronson,1
Chaim Shniur,Yankev Mestel,1
Chaim Shniur,Henrik Galeen,1
Chaim Shniur,Ernst Deutsch,1
Chaim Shniur,Maurice Schwartz,1
Chaim Shniur,Yankev Mestel,1
Chaim Shniur,Julius Adler,1
Chaim Shniur,Luther Adler,1
Chaim Shniur,Baruch Lumet,1
Chaim Shniur,Paul Baratoff,1
Chaim Shniur,Jacob Bergrin,1
Chaim Shniur,Mendl Elkin,1
Chaim Shniur,Wolf Barzel,1
Chaim Shniur,Jacob Ben-Ami,1
Chaim Shniur,Joseph Buloff,1
Chaim Shniur,Celia Adler,1
Chaim Shniur,Frida Vitalin,1
Ben Tsion Shoenfeld,Jacob Rotbaum,1
Ben Tsion Shoenfeld,Alex Chertov,1
Ben Tsion Shoenfeld,Maurice Schwartz,1
Ben Tsion Shoenfeld,Lucy German,1
Ben Tsion Shoenfeld,Luba Kadison,1
Ben Tsion Shoenfeld,Misha Fishzon,1
Ben Tsion Shoenfeld,Misha German,1
Ben Tsion Shoenfeld,Avrom Taytlboym,1
Ben Tsion Shoenfeld,Shloyme Krause,1
Ben Tsion Shoenfeld,Ben Tsion Katz,1
Avrom Slabodski,Bela Daniel,1
Leonid Sniegov,Ester Orzevskaya,1
Leonid Sniegov,Maurice Schwartz,1
Leonid Sniegov,Jacob Ben-Ami,1
Leonid Sniegov,Yankev Mestel,1
Leonid Sniegov,Helen Zelinskaya,1
Leonid Sniegov,Wolf Barzel,1
Leonid Sniegov,Alexander Granovsky,1
Leonid Sniegov,Egon Brecher,1
Leonid Sniegov,Paul Baratoff,1
Leonid Sniegov,Bertha Gersten,1
Leonid Sniegov,Julius Adler,1
Leonid Sniegov,Joseph Buloff,1
Leonid Sniegov,Fred Astaire,1
Leonid Sniegov,Cyd Charisse,1
Leonid Sniegov,Ingrid Bergman,1
Leonid Sniegov,Gary Cooper,1
Leonid Sniegov,Cesar Romero,1
Leonid Sniegov,Jimmy Stewart,1
Leonid Sniegov,Stella Adler,1
Leonid Sniegov,Reuven Vendorf,1
Leonid Sniegov,Lidia Pototska,1
Leonid Sniegov,Helen Zelinskaya,1
Leonid Sniegov,Moyshe Burstin,1
Fraym Sorkin,Misha Fishzon,1
Fraym Sorkin,Paul Baratoff,1
Fraym Sorkin,Itzikl Goldnberg,1
Fraym Sorkin,Yankev Shternberg,1
Alex Stein,Maurice Schwartz,1
Alex Stein,Avrom Morevsky,1
Alex Stein,Nokhum Lipovski,1
Alex Stein,Joseph Buloff,1
Alex Stein,Yosef Kamen,1
Alex Stein,Zygmunt Turkow,1
Alex Stein,Ida Kaminska,1
Alex Stein,Mark Arnshteyn,1
Alex Stein,Adam Domb,1
Alex Stein,Sonia Altboym,1
Alex Stein,Simkhe Natan,1
Alex Stein,Lidia Pototska,1
Alex Stein,Liza Schlossberg,1
Alex Stein,Dovid Likht,1
Alex Stein,Yankev Reynglas,1
Alex Stein,Daniel Shapiro,1
Alex Stein,Lucy German,1
Alex Stein,Misha German,1
Alex Stein,Yitzkhok Grudberg,1
Alex Stein,Bertha Gersten,1
Alex Stein,Joseph Green,1
Alex Stein,Khane Braz,1
Alex Stein,Klara Segalovitch,1
Sholem Tanin,Leib Kadison,1
Henrik Tarlo,Zygmunt Turkow,1
Henrik Tarlo,Władysław Godik,1
Henrik Tarlo,Ida Kaminska,1
Henrik Tarlo,Ester-Rokhl Kaminska,1
Henrik Tarlo,Diana Blumenfeld,1
Henrik Tarlo,Adam Domb,1
Henrik Tarlo,Sonia Altboym,1
Henrik Tarlo,Ruth Turkow,1
Henrik Tarlo,Yonas Turkow,1
Henrik Tarlo,Moyshe Lipman,1
Henrik Tarlo,Dovid Herman,1
Henrik Tarlo,Yankev Shidlo,1
Henrik Tarlo,Yonas Turkow,1
Henrik Tarlo,Morits Norvid,1
Ruth Taru,Zygmunt Turkow,1
Ruth Taru,Ida Kaminska,1
Ruth Taru,Simkhe Natan,1
Ruth Taru,Yankev Reynglas,1
Ruth Taru,Henrik Galeen,1
Moyshe Tayman,Dvoid Tselmayster,1
Moyshe Tayman,A.Y. Kaminski,1
Moyshe Tayman,Moyshe Lipman,1
Moyshe Tayman,Zygmunt Turkow,1
Moyshe Tayman,Ida Kaminska,1
Moyshe Tayman,Boris Thomashefsky,1
Moyshe Tayman,Dovid Tselmayster,1
Avrom Taytlboym,Jacob Ben-Ami,1
Avrom Taytlboym,Yankev Mestel,1
Avrom Taytlboym,Reuven Vendorf,1
Avrom Taytlboym,Maurice Schwartz,1
Avrom Taytlboym,Baruch Lumet,1
Avrom Taytlboym,Zvi Scooler,1
Avrom Taytlboym,Lucy German,1
Avrom Taytlboym,Misha German,1
Avrom Taytlboym,Luba Kadison,1
Avrom Taytlboym,Joseph Buloff,1
Avrom Taytlboym,Boris Aronson,1
Avrom Taytlboym,Julius Adler,1
Avrom Taytlboym,Bertha Gersten,1
Avrom Taytlboym,Paul Muni,1
Avrom Taytlboym,Paul Baratoff,1
Avrom Taytlboym,Celia Adler,1
Avrom Taytlboym,Helen Beverly,1
Avrom Taytlboym,Sam Leve,1
Avrom Taytlboym,Mark Arnshteyn,1
Avrom Taytlboym,Ester-Rokhl Kaminska,1
Avrom Taytlboym,Leib Kadison,1
Avrom Taytlboym,Luba Kadison,1
Avrom Taytlboym,Dovid Likht,1
Avrom Taytlboym,Ester Neroslavska,1
Avrom Taytlboym,Jerome Robbins,1
Avrom Taytlboym,Fela Biro,1
Avrom Taytlboym,Leola Vendorf,1
Avrom Taytlboym,Molly Pickus,1
Avrom Taytlboym,Jenny Goldstein,1
Avrom Taytlboym,Charlotte Goldstein Chafran,1
Avrom Taytlboym,Bela Belarina,1
Avrom Taytlboym,Joseph Green,1
Avrom Taytlboym,Avrom Morevsky,1
Avrom Taytlboym,Mordechai Yachson,1
Avrom Taytlboym,Yoysef Shlivniak,1
Avrom Taytlboym,Shloyme Krause,1
Avrom Taytlboym,Louis Weisberg,1
Avrom Taytlboym,Ben Tsion Shoenfeld,1
Avrom Taytlboym,Alex Chertov,1
Avrom Taytlboym,Y.L. Peretz,1
Dovid Tselmayster,A.Y. Kaminski,1
Dovid Tselmayster,Moyshe Tayman,1
Dovid Tselmayster,Leah Naomi,1
Zygmunt Turkow,Miriam Kressyn,1
Zygmunt Turkow,Dina Halpern,1
Zygmunt Turkow,Henryk Szaro,1
Zygmunt Turkow,Ester-Rokhl Kaminska,1
Zygmunt Turkow,Władysław Godik,1
Zygmunt Turkow,Moyshe Lipman,1
Zygmunt Turkow,Yonas Turkow,1
Zygmunt Turkow,Diana Blumenfeld,1
Zygmunt Turkow,Ida Kaminska,1
Zygmunt Turkow,Shabsay Bliakher,1
Zygmunt Turkow,Arnold Szyfman,1
Zygmunt Turkow,Bela Belarina,1
Zygmunt Turkow,Hersh Poznanski,1
Zygmunt Turkow,Avrom Morevsky,1
Zygmunt Turkow,Roza Birnboym,1
Zygmunt Turkow,Ester-Rokhl Kaminska,1
Zygmunt Turkow,Betty Dalska,1
Zygmunt Turkow,Ida Kaminska,1
Zygmunt Turkow,Wolf Zilberberg,1
Zygmunt Turkow,Zalmen Hirshfeld,1
Zygmunt Turkow,Yankev Mandlblit,1
Zygmunt Turkow,Khavel Buzgan,1
Zygmunt Turkow,Josef Kaminski,1
Zygmunt Turkow,Yitskhok Dogim,1
Zygmunt Turkow,Paul Breitman,1
Zygmunt Turkow,A. Sandu,1
Zygmunt Turkow,Rose Shoshana,1
Zygmunt Turkow,Moyshe Tayman,1
Zygmunt Turkow,A.Y. Kaminski,1
Zygmunt Turkow,Boris Glagolin,1
Zygmunt Turkow,Pepi Urich,1
Pepi Urich,Yankev Mandlblit,1
Pepi Urich,Yonas Turkow,1
Pepi Urich,Diana Blumenfeld,1
Pepi Urich,Dovid Likht,1
Pepi Urich,Lidia Pototska,1
Pepi Urich,Isaac Samberg,1
Pepi Urich,Dovid Herman,1
Pepi Urich,Moyshe Broderzon,1
Pepi Urich,Zygmunt Turkow,1
Pepi Urich,Isaac Samberg,1
Pepi Urich,Bertha Gersten,1
Pepi Urich,Henekh Kon,1
Pepi Urich,Simkhe Vaynshtok,1
Pola Valter,Moyshe Feder,1
Pola Valter,Reuven Vendorf,1
Pola Valter,Yankev Mestel,1
Pola Valter,Osip Dimov,1
Pola Valter,Bertha Gersten,1
Pola Valter,Rose Shoshana,1
Pola Valter,Rokhl Holtzer,1
Mikhl Vaykhert,Władysław Godik,1
Mikhl Vaykhert,Ester Goldnberg,1
Mikhl Vaykhert,Shloyme Kon,1
Mikhl Vaykhert,Max Wiskind,1
Mikhl Vaykhert,Aaron Zeitlin,1
Mikhl Vaykhert,Rose Shoshana,1
Mikhl Vaykhert,Moyshe Schneidow,1
Simkhe Vaynshtok,Dovid Herman,1
Simkhe Vaynshtok,Henekh Kon,1
Simkhe Vaynshtok,Moyshe Broderzon,1
Simkhe Vaynshtok,Władysław Godik,1
Simkhe Vaynshtok,Pepi Urich,1
Simkhe Vaynshtok,Yonas Turkow,1
Simkhe Vaynshtok,Bertha Kalich,1
Leola Vendorf,Leib Kadison,1
Leola Vendorf,Misha Fishzon,1
Leola Vendorf,Jack Nicholson,1
Leola Vendorf,Reuven Vendorf,1
Leola Vendorf,Molly Pickus,1
Leola Vendorf,Maurice Schwartz,1
Leola Vendorf,Paul Baratoff,1
Leola Vendorf,Jacob Ben-Ami,1
Leola Vendorf,Fela Biro,1
Leola Vendorf,Bertha Gersten,1
Leola Vendorf,Luba Kadison,1
Leola Vendorf,Ester Neroslavska,1
Leola Vendorf,Zvi Scooler,1
Leola Vendorf,Avrom Taytlboym,1
Leola Vendorf,Cary Grant,1
Leola Vendorf,Doris Day,1
Leola Vendorf,Gene Kelly,1
Leola Vendorf,Cyd Charisse,1
Leola Vendorf,Sidney Poitier,1
Leola Vendorf,Leonard Nimoy,1
Leola Vendorf,Helin Zelinskaya,1
Leola Vendorf,Ida Garber,1
Leola Vendorf,Shloyme Krause,1
Leola Vendorf,Benjamin Fishbein,1
Leola Vendorf,Alex Chertov,1
Leola Vendorf,Helen Zelinskaya,1
Reuven Vendorf,Maurice Schwartz,1
Reuven Vendorf,Moyshe Feder,1
Reuven Vendorf,Pola Valter,1
Reuven Vendorf,Yankev Mestel,1
Reuven Vendorf,Osip Dimov,1
Reuven Vendorf,Bertha Gersten,1
Reuven Vendorf,Jacob Ben-Ami,1
Reuven Vendorf,Avrom Taytlboym,1
Reuven Vendorf,Paul Baratoff,1
Reuven Vendorf,Edgar G. Ulmer,1
Reuven Vendorf,Julius Adler,1
Reuven Vendorf,Luba Kadison,1
Reuven Vendorf,Zvi Scooler,1
Reuven Vendorf,Noah Nachbush,1
Reuven Vendorf,Helen Beverly,1
Reuven Vendorf,Sam Leve,1
Reuven Vendorf,Ida Garber,1
Reuven Vendorf,Ester Neroslavska,1
Reuven Vendorf,Jerome Robbins,1
Reuven Vendorf,Fela Biro,1
Reuven Vendorf,Leola Vendorf,1
Reuven Vendorf,Molly Pickus,1
Reuven Vendorf,Jenny Goldstein,1
Reuven Vendorf,Peretz Hirschbein,1
Reuven Vendorf,Jacob Ben-Ami,1
Reuven Vendorf,Leah Naomi,1
Reuven Vendorf,Betty Dalska,1
Reuven Vendorf,Dovid Herman,1
Reuven Vendorf,Wolf Zilberberg,1
Reuven Vendorf,Avrom Morevsky,1
Reuven Vendorf,Nokhum Lipovski,1
Reuven Vendorf,Helen Zelinskaya,1
Reuven Vendorf,Julius Adler,1
Reuven Vendorf,Charlotte Goldstein Chafran,1
Reuven Vendorf,Paul Baratoff,1
Reuven Vendorf,Stella Adler,1
Reuven Vendorf,Lidia Pototska,1
Reuven Vendorf,Yankev Mestel,1
Reuven Vendorf,Leonid Sniegov,1
Reuven Vendorf,Gene Saks,1
Reuven Vendorf,Seymour Rexite,1
Reuven Vendorf,Sidney Poitier,1
Reuven Vendorf,Ida Garber,1
Reuven Vendorf,Shloyme Krause,1
Reuven Vendorf,Benjamin Fishbein,1
Reuven Vendorf,Alex Chertov,1
Reuven Vendorf,Natan Gaiptman,1
Reuven Vendorf,Slava Estrin,1
Reuven Vendorf,Cyd Charisse,1
Reuven Vendorf,Gene Kelly,1
Miriam Veyde,Zygmunt Turkow,1
Miriam Veyde,Dovid Herman,1
Frida Vitalin,Peretz Hirschbein,1
Frida Vitalin,Jacob Ben-Ami,1
Frida Vitalin,Mendl Elkin,1
Frida Vitalin,Chaim Shniur,1
Frida Vitalin,Yankev Blayfer,1
Frida Vitalin,Jacob Bergrin,1
Frida Vitalin,Bela Belarina,1
Frida Vitalin,Boris Aronson,1
Frida Vitalin,Wolf Barzel,1
Frida Vitalin,Avrom Morevsky,1
Frida Vitalin,Alex Stein,1
Frida Vitalin,Khavel Buzgan,1
Frida Vitalin,Daniel Shapiro,1
Frida Vitalin,Yonas Turkow,1
Jacob Waislitz,Moyshe Potashinski,1
Jacob Waislitz,Mila Waislitz,1
Jacob Waislitz,Yocheved Waislitz,1
Jacob Waislitz,Rokhl Holtzer,1
Jacob Waislitz,Dina Koenig,1
Jacob Waislitz,Yosef Kamen,1
Jacob Waislitz,Dovid Likht,1
Jacob Waislitz,Dovid Herman,1
Jacob Waislitz,Yosef Shayn,1
Jacob Waislitz,Zygmunt Turkow,1
Jacob Waislitz,Jacob Rotbaum,1
Jacob Waislitz,Meir Melman,1
Jacob Waislitz,Ida Kaminska,1
Jacob Waislitz,Ruth Turkow,1
Jacob Waislitz,Dovid Herman,1
Jacob Waislitz,Y.L. Peretz,1
Mila Waislitz,Moyshe Potashinski,1
Mila Waislitz,Jacob Waislitz,1
Mila Waislitz,Yocheved Waislitz,1
Mila Waislitz,Rokhl Holtzer,1
Yocheved Waislitz,Moyshe Potashinski,1
Yocheved Waislitz,Mila Waislitz,1
Yocheved Waislitz,Jacob Waislitz,1
Yocheved Waislitz,Dina Koenig,1
Yocheved Waislitz,Yosef Kamen,1
Yocheved Waislitz,Dovid Likht,1
Yocheved Waislitz,Dovid Herman,1
Yocheved Waislitz,Rokhl Holtzer,1
Lea Weintraub-Graf,Isaac Deutsch,1
Lea Weintraub-Graf,Paul Breitman,1
Lea Weintraub-Graf,Simkhe Natan,1
Lea Weintraub-Graf,Klara Meisels,1
Lea Weintraub-Graf,Ben-Tsiyon Segal,1
Lea Weintraub-Graf,Naomi Natan,1
Lea Weintraub-Graf,Yankev Mestel,1
Lea Weintraub-Graf,Adolf Bell,1
Lea Weintraub-Graf,Itzikl Goldnberg,1
Lea Weintraub-Graf,Hanoch Mayer,1
Louis Weisberg,Maurice Schwartz,1
Louis Weisberg,Joseph Green,1
Louis Weisberg,Stella Adler,1
Louis Weisberg,Bertha Gersten,1
Louis Weisberg,Ben Tsion Katz,1
Louis Weisberg,Yankev Mestel,1
Louis Weisberg,Boris Aronson,1
Louis Weisberg,Shloyme Krause,1
Louis Weisberg,Ida Garber,1
Louis Weisberg,Noah Nachbush,1
Louis Weisberg,Leah Naomi,1
Louis Weisberg,Charlotte Goldstein Chafran,1
Louis Weisberg,Helen Zelinskaya,1
Louis Weisberg,Boris Auerbach,1
Louis Weisberg,Paul Baratoff,1
Louis Weisberg,Celia Adler,1
Louis Weisberg,Leon Liebgold,1
Louis Weisberg,Jacob Ben-Ami,1
Louis Weisberg,Alex Chertov,1
Louis Weisberg,Luba Kadison,1
Louis Weisberg,Avrom Taytlboym,1
Louis Weisberg,Misha German,1
Louis Weisberg,Lucy German,1
Mordechai Yachson,Ben Tsion Katz,1
Mordechai Yachson,Maurice Schwartz,1
Mordechai Yachson,Misha German,1
Mordechai Yachson,Lucy German,1
Mordechai Yachson,Wolf Barzel,1
Mordechai Yachson,Miriam Kressyn,1
Mordechai Yachson,Molly Picon,1
Mordechai Yachson,Leo Fuchs,1
Mordechai Yachson,Leon Liebgold,1
Mordechai Yachson,Seymour Rexite,1
Mordechai Yachson,Menasha Skulnik,1
Mordechai Yachson,Boris Thomashefsky,1
Mordechai Yachson,Zvi Scooler,1
Mordechai Yachson,Dina Halpern,1
Mordechai Yachson,Boris Aronson,1
Mordechai Yachson,Joseph Buloff,1
Mordechai Yachson,Celia Adler,1
Mordechai Yachson,Avrom Taytlboym,1
Mordechai Yachson,Paul Baratoff,1
Mordechai Yachson,Baruch Lumet,1
Mordechai Yachson,Misha Fishzon,1
Mordechai Yachson,Dovid Likht,1
Mordechai Yachson,Yitskhok Dogim,1
Helen Zelinskaya,Reuven Vendorf,1
Helen Zelinskaya,Maurice Schwartz,1
Helen Zelinskaya,Julius Adler,1
Helen Zelinskaya,Luba Kadison,1
Helen Zelinskaya,Paul Baratoff,1
Helen Zelinskaya,Bertha Gersten,1
Helen Zelinskaya,Zvi Scooler,1
Helen Zelinskaya,Jacob Ben-Ami,1
Helen Zelinskaya,Stella Adler,1
Helen Zelinskaya,Lidia Pototska,1
Helen Zelinskaya,Yankev Mestel,1
Helen Zelinskaya,Leonid Sniegov,1
Helen Zelinskaya,Leola Vendorf,1
Helen Zelinskaya,Charlotte Goldstein Safran,1
Helen Zelinskaya,Leah Naomi,1
Helen Zelinskaya,Ben Tsion Katz,1
Helen Zelinskaya,Avrom Morevsky,1
Helen Zelinskaya,Celia Adler,1
Helen Zelinskaya,Joseph Green,1
Helen Zelinskaya,Ida Garber,1
Helen Zelinskaya,Elia Kazan,1
Helen Zelinskaya,Guthrie McClintic,1
Helen Zelinskaya,Jo Mielziner,1
Helen Zelinskaya,Shloyme Krause,1
Helen Zelinskaya,Benjamin Fishbein,1
Helen Zelinskaya,Louis Weisberg,1
Helen Zelinskaya,Alex Chertov,1
Helen Zelinskaya,Mark Schweid,1
Helen Zelinskaya,Charlotte Goldstein Chafran,1
Helen Zelinskaya,Gustav Schacht,1
Leyzer Zhelazo,Misha Fishzon,1
Leyzer Zhelazo,Roza Birnboym,1
Leyzer Zhelazo,A.Y. Kaminski,1
Leyzer Zhelazo,Ester-Rokhl Kaminska,1
Leyzer Zhelazo,Moyshe Feder,1
Leyzer Zhelazo,Ester Neroslavska,1
Leyzer Zhelazo,Isaac Schlossberg,1
Leyzer Zhelazo,Mark Arnshteyn,1
Leyzer Zhelazo,Wolf Zilberberg,1
Leyzer Zhelazo,Ida Kaminska,1
Leyzer Zhelazo,Zygmunt Turkow,1
Leyzer Zhelazo,Betty Dalska,1
Leyzer Zhelazo,Roza Birnboym,1
Leyzer Zhelazo,Jacob Ben-Ami,1
Leyzer Zhelazo,Ester Neroslavska,1
Leyzer Zhelazo,Paul Breitman,1
Wolf Zilberberg,Zygmunt Turkow,1
Wolf Zilberberg,Ester-Rokhl Kaminska,1
Wolf Zilberberg,Betty Dalska,1
Wolf Zilberberg,Ida Kaminska,1
Wolf Zilberberg,Roza Birnboym,1
Wolf Zilberberg,Peretz Hirschbein,1
Wolf Zilberberg,Misha Fishzon,1
Wolf Zilberberg,Rose Shoshana,1
Wolf Zilberberg,Reuven Vendorf,1
Wolf Zilberberg,Leyzer Zhelazo,1
Wolf Zilberberg,Maurice Schwartz,1
Wolf Zilberberg,Yankev Mestel,1
Wolf Zilberberg,Bertha Gersten,1
Wolf Zilberberg,Mark Schweid,1
Wolf Zilberberg,Slava Estrin,1
Moyshe Zilbershteyn,Zigmund Mogulesco,1
Moyshe Zilbershteyn,Paul Baratoff,1
Moyshe Zilbershteyn,Seymour Rexite,1
